,feature,class_label
1657,"[-1.5598003e+02  1.4249908e+01 -7.2327873e+01  1.6868559e+01
 -4.8834324e+01  1.9160566e+01 -2.0502705e+01  3.5929672e+01
 -1.1236966e+01  1.6971169e+01 -1.8401175e+01  1.1097914e+01
 -1.7835390e+01  1.2948789e+01 -1.0389329e+01  1.2325442e+01
 -1.3058641e+01  6.9112220e+00 -1.1469133e+01  9.6542253e+00
 -1.0275057e+01  3.3215721e+00 -1.2472330e+01  7.6889372e+00
 -3.1114602e+00  1.5934412e+00 -5.8599143e+00  2.8367736e+00
 -3.6408588e-01 -2.0299187e-01 -2.7961212e-01 -7.7302498e-01
 -1.3673648e-01 -6.1262757e-01 -1.0190994e+00 -1.9491464e+00
  4.0507564e-01 -6.7642736e+00  4.3470389e-01 -7.5873036e+00
  7.4099475e-01 -6.1150475e+00  5.8188891e+00 -4.3259568e+00
  1.7395600e+00 -5.2469931e+00  2.5800102e+00 -5.2241397e+00
  3.9564314e+00 -4.0840406e+00  1.1852462e-01 -5.1362038e+00
  2.9118454e+00 -1.6257082e+00  9.9573135e-01 -2.7846739e+00
  1.4399605e+00 -9.6782875e-01 -1.0648547e-01 -2.2921960e+00
  2.9966380e-02 -1.1973284e+00 -1.5571735e+00 -9.4752121e-01
  6.1286116e-01  2.8391376e+00  1.3846166e-02  1.5105131e+00
  1.7960741e-01  1.1939518e+00 -1.4752538e+00  2.0383499e+00
 -2.9084260e+00  2.1431639e+00 -1.7091182e+00  2.0691121e+00
 -1.1360844e+00  2.6099026e+00 -1.5505205e+00  3.0687480e+00
 -1.4599081e+00  2.2847261e+00 -2.1413474e+00  1.6704345e+00
 -1.9656937e+00  2.0187001e+00 -3.8867652e-01  8.4089077e-01
 -8.8704330e-01  6.0465187e-01 -1.4568713e-01  4.3429127e-01
  3.5311395e-01 -1.5576628e-01 -1.4562858e+00 -8.1326586e-01
  4.3487862e-01  2.1154985e-01  9.8076534e-01 -1.4127461e+00]",27
1658,"[-4.1984741e+02  7.7049225e+01 -6.2450361e+00  6.6423645e+00
 -1.3657942e+01  5.8105354e+00  1.7195604e+01 -9.6071444e+00
 -1.6051849e+01 -5.5519509e+00 -1.1716702e+01 -9.7600679e+00
  6.3092628e+00  2.6585753e+00 -1.8857216e+00 -1.5010068e-01
 -7.2824445e+00 -1.6902099e+00  1.0552039e+01  3.9447110e+00
 -4.9794397e+00 -1.4079542e-01  1.6030228e+00  1.6011773e+00
  1.0115331e+00 -3.4254777e-01  3.1905563e+00  1.9679500e+00
  2.9936311e+00  2.4436336e+00  2.6226830e-01  2.5671754e+00
  7.9967475e-01  1.5052056e+00  2.4912839e+00 -2.4699311e-01
  2.0621698e+00  3.3011024e+00  5.7771015e-01  2.1421292e+00
  2.8563972e+00 -9.6181042e-02  1.3464899e+00  7.7440280e-01
 -1.5809214e+00  5.9490556e-01  5.4576713e-01  4.6176109e-01
  6.5830970e-01  5.6025583e-01  1.9166081e+00  9.1511625e-01
  1.1238890e+00  8.4860069e-01  1.6744888e-01  1.6360499e+00
  9.3222696e-01  8.4931350e-01  1.0086378e+00  3.9892709e-01
  1.3647076e+00  4.5966899e-01  1.7719126e-01  1.6259861e+00
 -1.2469406e-01  6.8579264e-02  1.5996743e+00  1.8887022e-01
  1.0572588e+00  7.9829913e-01 -1.6658662e-01  3.7867984e-01
 -1.6922428e-01  6.9529790e-01  3.0835870e-01 -5.4071629e-01
 -2.4789004e-01 -3.0274373e-01  1.6900603e-01  3.3593342e-01
  4.5434412e-01  4.8135486e-01 -2.0415635e-01  3.4313649e-01
  4.8196259e-01  2.1517178e-01  2.4757300e-01 -3.0151814e-01
 -1.4735432e-01 -7.7077605e-02  1.5101573e-01  3.8735712e-01
  4.2929776e-02 -3.3361810e-01 -9.2089372e-03  1.9585153e-01
 -6.7140162e-02  4.7667045e-03  1.9643022e-02 -9.6431486e-02]",26
1659,"[-5.25536926e+02  2.21252823e+01 -6.93993855e+00 -2.00549558e-01
 -7.26935434e+00 -1.26358664e+00 -6.58223748e-01  2.37665033e+00
 -1.64969754e+00  1.95451748e+00  3.46565723e+00  1.15991580e+00
 -1.17201221e+00  1.61350477e+00  2.15841964e-01  1.01916480e+00
 -9.43662286e-01 -1.68495715e-01  1.55187503e-01  1.89090049e+00
  6.95982337e-01  1.07860136e+00 -8.74889910e-01  1.29841793e+00
  2.21846670e-01  8.55640650e-01  9.71906841e-01  2.77292639e-01
  9.19350982e-02  8.40372026e-01  5.73253810e-01 -8.89493749e-02
  2.49661967e-01  6.45310819e-01  6.27022445e-01 -3.00760388e-01
  2.87395656e-01  7.58640021e-02  4.03155893e-01 -8.46976712e-02
  7.60740697e-01  3.76323998e-01  2.69988388e-01  3.35225761e-02
  1.94202811e-01 -2.62398627e-02 -2.32873678e-01 -7.39266634e-01
  2.72029221e-01 -2.17708081e-01  2.89100911e-02  1.32437930e-01
  4.94709939e-01 -5.21858633e-02  6.14542186e-01  2.03789875e-01
  5.41327834e-01  3.63562927e-02 -5.14452457e-02 -4.37400714e-02
 -5.71793839e-02  3.03366721e-01  1.78103819e-01 -5.96861579e-02
 -2.25751117e-01  2.25043774e-01 -4.67414334e-02  2.82866329e-01
  1.27032280e-01  2.27436617e-01  2.04318330e-01  3.78169268e-01
  1.47435054e-01  3.63607198e-01 -9.97614861e-02 -5.80693483e-02
 -1.03186198e-01  2.42630199e-01 -2.45788231e-01  2.39759479e-02
 -6.82884306e-02  3.62056643e-02 -7.04731122e-02  2.35947967e-01
 -1.60093289e-02  1.02138907e-01  5.54358140e-02  1.66127235e-01
  3.37802768e-02 -2.20057741e-01  9.11120251e-02  7.03107715e-02
  1.08947866e-01 -2.60271411e-02 -1.08297594e-01 -1.26959041e-01
 -2.16398314e-02  6.17975718e-04  1.45050555e-01 -2.74674781e-02]",24
1660,"[-5.94475159e+02  5.28880348e+01  1.63373699e+01  7.32812214e+00
  3.87077212e+00  1.51736479e+01  2.06724763e+00  1.80492363e+01
  9.48343277e+00  1.68283443e+01  8.44395542e+00  1.25161972e+01
  1.48963058e+00  8.14694309e+00  4.14060068e+00  9.08953190e+00
  7.22907877e+00  5.82418966e+00  2.73827314e+00  1.34851599e+00
  1.21027124e+00  5.04228497e+00  4.36829954e-01  6.76158953e+00
 -1.56069553e+00  3.54112297e-01 -1.62319970e+00 -2.49144506e+00
 -1.88682067e+00 -1.11395848e+00 -3.02875590e+00 -1.45315945e-01
  1.08338304e-01 -1.62364769e+00 -3.07324505e+00 -2.07915115e+00
 -3.00884390e+00 -3.40313077e+00 -1.17465913e+00  1.02549899e+00
  2.11857152e+00  7.36293495e-01 -6.22943759e-01  1.07642829e+00
  1.36504725e-01  1.88112473e+00 -1.57935128e-01  2.39029741e+00
  2.17485929e+00  5.07908046e-01 -1.91983446e-01 -8.88780653e-01
 -1.07247579e+00 -2.03357339e+00 -4.44280177e-01 -2.90981412e-01
  1.49298519e-01 -8.54142249e-01  9.07507688e-02 -1.66392767e+00
  8.13006341e-01 -6.82941318e-01  9.50067103e-01  1.07751667e+00
  8.66686285e-01  8.34625289e-02  2.86767268e+00  1.00785232e+00
  5.27969420e-01  6.77594066e-01  4.82516289e-01  1.13060486e+00
  1.43276048e+00 -9.89602953e-02 -6.83003008e-01 -2.59459376e-01
  3.80422115e-01 -4.46365297e-01  3.99115652e-01  3.00880283e-01
  8.91105473e-01 -3.47577691e-01  8.03659186e-02  6.76647663e-01
 -8.77272636e-02  4.83904667e-02  1.05197680e+00  1.86232436e+00
  1.33382964e+00  7.33687043e-01  5.16276598e-01  9.37746912e-02
  1.72002405e-01  1.18041463e-01  4.09146547e-01  4.69659686e-01
  1.72792345e-01  7.42217183e-01 -1.65053815e-01  4.74556506e-01]",38
1661,"[-2.8308148e+02  2.2117387e+02  2.8853516e+01 -1.7193310e+00
 -1.6359341e+01  8.0636072e+00  1.8359852e-01  3.9509304e+00
 -1.2058371e+01 -3.2460368e+00 -4.1249890e+00 -2.0437744e+00
 -6.1643448e+00 -2.7138150e+00 -1.1239785e+00  4.5467792e+00
  4.4527626e+00  6.6870298e+00  3.6437175e+00  3.6039586e+00
 -5.0345910e-01  7.4682081e-01 -3.3481474e+00 -3.3413527e+00
 -3.1674483e+00 -1.6498687e+00 -1.9259853e+00 -2.5395291e+00
 -1.3330253e+00 -2.2641275e+00 -6.0518509e-01 -1.4810462e+00
 -8.6823428e-01  2.2748047e-01  9.1499650e-01  3.6627972e-01
  5.8772206e-01 -9.5905888e-01 -6.2615439e-02 -1.2961417e+00
  6.1349060e-02 -1.5113161e+00  3.0196369e-01 -4.4267336e-01
 -1.8928041e-01 -1.4447446e+00  2.8449559e-01 -7.5936145e-01
 -6.7897278e-01 -6.4269239e-01  2.5629005e-01  2.2427839e-01
  8.6213315e-01  6.8645626e-01  7.2001690e-01  2.0084797e-01
  7.3196702e-02 -1.8771397e-01 -1.2537087e+00 -7.6848531e-01
 -1.3093799e+00  4.3930390e-01 -5.0526083e-01  4.8241836e-01
 -2.6865965e-01  1.4604844e-01 -5.4684716e-01  6.8071969e-02
 -2.0249854e-01 -1.0985000e-01 -2.3708381e-01  2.9180685e-01
 -6.9738436e-01 -5.3790992e-01 -5.3103000e-01  3.7217572e-02
 -5.4015809e-01 -3.0952109e-02 -7.0062526e-02 -1.4608516e-01
  1.0756015e-01 -2.7583202e-02  2.7997011e-01 -2.2787365e-01
  2.5438216e-01 -1.9900987e-01 -1.0197297e-01 -5.8383924e-01
 -1.3474937e-01 -1.9975977e-01 -2.4000511e-02 -1.5832253e-01
  1.5487566e-03 -1.6130017e-01 -1.6079125e-01 -4.9581274e-01
  1.2057525e-01 -1.4195170e-01  2.5116554e-01 -2.1870178e-01]",16
1662,"[-2.7874106e+02  8.0702988e+01 -5.1554985e+01  1.8115730e+01
 -2.1840300e+01  2.0990248e+01 -2.1962526e+01  3.0678020e+01
  7.0243454e+00  1.4004977e+01 -1.6951138e+01  1.8272182e+01
 -7.9388180e+00  1.3333610e+00 -1.1516961e+01  1.9767239e+01
 -5.9048944e+00  5.1056986e+00 -2.4454131e+00  1.0576330e+01
 -4.4155502e+00  6.6024966e+00 -8.6248964e-01  1.8872350e+00
 -6.8874173e+00  4.9851111e-01 -1.9718407e+00  1.7600422e+00
  3.0779505e+00  7.9824467e+00  3.8678899e+00 -3.6787501e-01
 -4.5367627e+00 -2.3519526e+00  8.5996552e+00 -1.1013060e-01
  7.2728842e-02 -1.3544275e+00  4.8926115e+00 -1.2849197e+00
  2.1311307e+00 -3.4739037e+00  3.0444379e+00 -5.8254657e+00
  1.8510660e+00 -1.2680207e+00  3.1985998e+00 -1.4429864e+00
  2.8399613e+00 -4.2064877e+00 -9.5185585e-02  5.5154234e-01
  1.1985424e+00 -1.4992907e+00  4.6874404e+00 -8.4161955e-01
  1.1120137e+00  2.3642534e-01 -4.4773957e-01 -2.4605305e+00
  9.3889572e-02 -1.1842098e+00 -1.0159055e+00 -4.4269755e-01
 -1.6238503e+00  2.1430871e+00 -1.8045682e-01  1.2201091e-01
 -2.2116072e+00  1.8268665e+00  4.2979237e-01  3.4865993e-01
 -1.2543905e+00  1.0194402e+00 -3.1927545e+00  7.9187423e-01
 -2.0705566e+00  2.0768638e+00  3.5602954e-01  2.5666990e+00
 -1.0047394e+00  1.4621387e+00 -3.2455695e-01  9.0411764e-01
 -1.1374525e+00  1.6290298e+00 -9.6039116e-01  4.5441875e-01
 -3.5712937e-01  9.6380556e-01 -5.1939998e-02  4.6872434e-01
 -3.8944611e-01 -6.8036455e-01 -1.0985190e+00  5.8224308e-01
  1.3043784e+00 -1.6791482e+00  3.7556839e-01  3.3532333e-01]",27
1663,"[-5.45891724e+02  4.17368660e+01  2.08209743e+01  1.21551085e+01
  9.91102219e+00  9.05587578e+00  7.41161871e+00  4.37840939e+00
  2.13525105e+00  1.50515580e+00  1.31021619e+00  1.19556510e+00
  5.87531805e-01  1.84859797e-01  5.79117648e-02  3.33570331e-01
  4.55937475e-01  5.87720454e-01  1.06002676e+00  1.09785783e+00
  1.24804187e+00  1.19747496e+00  7.21581876e-01  7.02477813e-01
  1.02988493e+00  9.31932271e-01  1.00865614e+00  1.02475011e+00
  3.46810728e-01 -3.07228506e-01 -3.48019689e-01  1.61346234e-02
  1.76950812e-01  6.62529841e-02  1.86102808e-01  2.71425515e-01
 -9.34897363e-02 -2.66608298e-01 -9.91626829e-02 -8.20523873e-02
 -1.00672171e-01  1.08585402e-01  3.81503582e-01  4.91574883e-01
  4.01916325e-01  1.42504528e-01  8.39009807e-02  2.52597123e-01
  2.11548686e-01  2.18709618e-01  3.80162805e-01  3.69362712e-01
  3.26859027e-01  4.62296516e-01  5.19444406e-01  4.24391717e-01
  3.25242758e-01  2.67447650e-01  2.62337029e-01  1.11153178e-01
 -3.66876349e-02  5.20374067e-02  7.73395449e-02 -6.75776601e-02
 -1.43307447e-01 -1.03685409e-01 -1.08793095e-01 -1.56402618e-01
 -2.35316217e-01 -2.50931561e-01 -2.82122254e-01 -3.16390872e-01
 -2.12006941e-01 -1.94958791e-01 -1.47400156e-01 -5.95775917e-02
  5.44137843e-02  1.94607556e-01  1.39446095e-01 -1.26202777e-01
 -1.25898629e-01  2.87499595e-02  1.22848032e-02  1.30393105e-02
  4.81245108e-02  9.42132771e-02  2.13937555e-03 -1.18042551e-01
 -1.98518530e-01 -9.46556330e-02  8.75970814e-03  1.31991273e-02
  2.03841832e-02 -4.66853902e-02 -3.46151665e-02  3.45151015e-02
  6.86170086e-02  4.28786054e-02 -1.38030387e-02 -6.36422709e-02]",29
1664,"[-6.09285156e+02  1.14322624e+02  2.02508698e+01  3.23584251e+01
 -1.35576296e+01  1.35497415e+00 -9.08380222e+00 -1.00497198e+00
 -1.57194996e+01  1.22325373e+00 -1.05633945e+01 -2.15889430e+00
 -9.67582321e+00 -5.22656250e+00 -7.67576027e+00 -6.12457561e+00
 -8.66499805e+00 -1.73303735e+00 -4.44451284e+00 -4.05566311e+00
 -1.54125464e+00 -4.76452529e-01 -5.27937555e+00  6.05858909e-03
 -2.25138402e+00 -2.19246650e+00 -1.11987174e+00 -5.53989112e-01
 -2.77650428e+00  2.87481844e-01 -3.75981402e+00 -2.79512024e+00
 -1.25101149e+00 -2.80737448e+00 -4.51923084e+00 -9.14161086e-01
 -4.25241375e+00 -3.20719457e+00 -8.29348087e-01 -3.13915277e+00
 -2.21972799e+00 -1.71724987e+00 -2.19915223e+00 -3.39880657e+00
  8.96377146e-01 -3.33230066e+00  8.51847231e-01  3.94252867e-01
  3.02651346e-01  1.68397114e-01  1.23418355e+00 -2.00886989e+00
  1.51015663e+00 -4.45227921e-01 -1.29256737e+00 -7.02953190e-02
 -6.20379329e-01 -1.96435821e+00  5.74945569e-01 -9.43980396e-01
 -2.70827746e+00  6.94496155e-01 -2.18376207e+00 -1.68048000e+00
 -4.35916841e-01 -7.85464466e-01 -1.94511795e+00  7.73357153e-01
 -1.73158383e+00 -4.37503576e-01  5.77313900e-01 -9.15147066e-01
 -7.75317907e-01  6.37413025e-01 -1.68072188e+00 -1.00413382e+00
 -3.46949279e-01 -1.59724176e+00 -5.86754978e-01  3.22713107e-01
 -7.77425110e-01 -2.89283395e-01  3.22145671e-01 -1.38696063e+00
  2.29118839e-02 -5.85488439e-01 -1.57301223e+00 -7.10179090e-01
 -8.83683920e-01 -1.50016046e+00  3.37282509e-01 -2.76696622e-01
 -4.40198421e-01  5.80016613e-01 -2.63140202e-02 -5.64953089e-01
  9.24755812e-01  6.73456192e-02 -2.89181054e-01 -7.82547593e-02]",12
1665,"[-3.84251160e+02  7.02807999e+01  4.15212584e+00  3.62304535e+01
 -6.24711096e-01  1.84325027e+01  7.01922607e+00  1.23372221e+01
  3.71925330e+00  4.96890688e+00  3.97428036e+00  4.65218163e+00
  4.23440313e+00  2.33181548e+00  5.83059788e-01  1.04591095e+00
  3.08807671e-01  2.79596066e+00  2.23995495e+00  1.94076657e+00
  2.40346289e+00  1.55495512e+00  2.26450896e+00  1.67927921e+00
  2.36453342e+00  2.08581710e+00  2.41840148e+00  1.63600469e+00
  2.97939920e+00  2.56099987e+00  2.29607272e+00  2.65212107e+00
  2.87377071e+00  2.62523246e+00  1.06838477e+00  2.29483128e+00
  3.34767103e+00  3.79295325e+00  3.87621975e+00  3.41022348e+00
  2.12736797e+00  1.87362468e+00  1.42985940e+00  6.91611111e-01
  1.09306288e+00  8.35743189e-01  1.08923960e+00  4.70844418e-01
  9.62322429e-02 -2.44038507e-01  1.05027489e-01 -6.24056160e-01
 -1.82713401e-02 -2.00477038e-02  1.07348554e-01  1.85362607e-01
 -7.68960178e-01 -4.52264875e-01 -2.00580299e-01  4.54760939e-02
 -4.32575315e-01 -3.00957054e-01 -2.43506044e-01  3.44822288e-01
  6.53847158e-01  6.35308444e-01  5.97801566e-01  9.59428549e-01
  7.97209322e-01  5.43648362e-01 -1.74312964e-02 -9.63198915e-02
  1.88522890e-01  4.43604261e-01 -2.94551067e-02 -7.10501671e-01
 -2.40753099e-01 -1.72779754e-01 -1.10265106e-01  1.07911281e-01
  1.33715898e-01 -1.75795376e-01 -1.50908396e-01  1.30469024e-01
  8.74095932e-02  1.05541520e-01 -1.97383408e-02 -1.63597107e-01
 -2.34132171e-01 -1.22263245e-01 -5.86128309e-02  9.75914001e-02
 -6.79424405e-03 -3.32263499e-01 -6.97743356e-01 -3.37929875e-01
 -4.01687741e-01 -3.74004453e-01 -1.18352048e-01 -3.85814637e-01]",15
1666,"[-4.99975342e+02  9.41305008e+01 -1.47934561e+01  1.37592907e+01
 -7.87410116e+00  1.03277993e+00 -1.76448898e+01 -1.65936508e+01
 -7.55914736e+00 -1.03760271e+01 -1.19524536e+01 -2.89734459e+00
  2.00657868e+00  8.58331621e-01 -6.99392378e-01 -2.45854831e+00
 -2.70520115e+00 -4.16321707e+00 -4.44767952e+00 -5.52074337e+00
 -6.78094196e+00 -6.83515167e+00 -3.89875412e+00 -3.04709840e+00
 -4.49318743e+00 -3.95880938e+00 -1.09239006e+00 -2.54229355e+00
 -4.18972921e+00 -1.16936064e+00  9.10932899e-01 -1.81972241e+00
 -4.75292921e+00 -2.57694411e+00 -1.52816498e+00 -2.31728482e+00
 -3.92317247e+00 -3.16245031e+00 -3.56973499e-01 -5.04896975e+00
 -3.95541215e+00 -5.48801005e-01 -2.73860788e+00 -1.11282289e+00
 -6.02367759e-01 -2.41650200e+00 -1.60858166e+00 -1.60648537e+00
 -3.38112211e+00 -3.28240609e+00 -1.65383863e+00 -1.33872712e+00
 -5.74367344e-01  2.04950854e-01 -1.30334425e+00 -6.38313949e-01
 -4.61590499e-01 -1.77654815e+00  4.30294991e-01  1.23951495e+00
 -1.87485147e+00 -7.76966989e-01 -6.03540614e-02 -7.89141536e-01
  6.22519076e-01 -1.12152295e-02  5.74402921e-02  1.32736564e+00
  1.12203431e+00 -5.41921318e-01  3.52228373e-01  1.46149290e+00
  7.46990085e-01  5.09519696e-01 -5.97154438e-01  4.83886838e-01
  8.51511240e-01 -2.48024333e-02  7.33797550e-01  4.59508151e-01
  4.78880882e-01  1.82401806e-01  5.58838487e-01  1.14760470e+00
 -6.50719851e-02  6.77452624e-01  5.70831224e-02 -4.40291405e-01
  6.99962080e-01 -3.26516598e-01  2.57621318e-01  1.14978738e-01
  3.27426288e-03  7.93871045e-01 -3.88735048e-02 -1.42820969e-01
 -1.58095524e-01 -9.25211981e-02  1.66617349e-01  1.49497226e-01]",29
1667,"[-3.55408539e+02  7.86315613e+01 -8.00555115e+01 -3.51373901e+01
 -3.32315598e+01 -2.93524456e+01 -1.76443005e+01  2.72528958e+00
  1.41382275e+01  2.09466314e+00  4.13825512e+00  6.43942773e-01
 -8.40952110e+00 -4.62760115e+00  3.47696853e+00  3.74896336e+00
 -1.87573040e+00 -4.05953646e+00 -2.71537876e+00 -4.32374954e+00
 -3.18630362e+00 -1.23189318e+00 -1.38921130e+00  9.21800792e-01
  6.96457446e-01 -1.64111090e+00 -1.57679117e+00  5.07233739e-01
  1.61597073e+00  1.80892158e+00  2.11010027e+00  6.52804792e-01
 -2.96573102e-01 -4.58658814e-01 -9.63713765e-01 -1.65572393e+00
 -2.24916101e+00 -3.46117228e-01  2.12667093e-01 -3.03647578e-01
  2.06456766e-01 -5.93043864e-01 -7.16397047e-01 -5.46162486e-01
 -8.27342391e-01 -4.23204541e-01 -1.32049173e-01 -5.19992173e-01
 -3.79097134e-01 -7.89666533e-01 -1.03616738e+00 -5.14948606e-01
 -1.02234101e+00 -4.38524038e-01  6.55907750e-01  3.78381491e-01
 -1.61642134e-01  1.28334984e-01  3.98174644e-01  2.59602159e-01
 -7.19345361e-02  1.08236007e-01  8.53417039e-01  2.75538713e-01
  2.39787087e-01  7.69005954e-01  5.00362515e-01  7.40511954e-01
  4.40823466e-01 -3.02654505e-01 -1.90254465e-01  4.41816092e-01
  2.76406646e-01 -7.07958490e-02  5.49420714e-02  3.02636926e-03
  3.84044319e-01  2.37097010e-01  4.68967348e-01  2.83810884e-01
 -2.10297734e-01  4.00574476e-01  1.59698427e-01  4.16267425e-01
  8.51539791e-01  5.17758250e-01  1.01015486e-01 -5.96124195e-02
 -2.23362714e-01 -2.61199713e-01  3.54062319e-02  1.95941478e-01
  2.09388286e-01 -2.32418448e-01 -2.85047442e-01 -3.82889658e-01
 -4.13511157e-01 -1.16529875e-01  6.48820326e-02  4.99831848e-02]",0
1668,"[-2.26138412e+02  1.04319847e+02 -1.01479235e+01  4.18754349e+01
 -4.16450024e+00  2.53193703e+01 -6.29392052e+00  1.44260521e+01
 -1.36929970e+01 -1.40012765e+00 -1.26499929e+01 -1.30492091e+00
 -1.10549221e+01  3.64489913e+00 -4.39407539e+00  9.97578502e-01
 -6.98376989e+00 -8.65360451e+00 -1.48555956e+01 -9.36096573e+00
 -2.05382228e+00  1.04620898e+00 -1.29198182e+00 -2.00926280e+00
  3.74551320e+00  5.32992506e+00  6.13327265e+00  4.74317360e+00
  5.39002609e+00 -3.59296346e+00 -5.71361923e+00 -4.22262049e+00
  1.88847053e+00  1.15844405e+00  1.22545350e+00 -3.06131744e+00
 -6.27799481e-02  1.55739772e+00  4.35907888e+00  3.03627706e+00
  1.64146674e+00 -5.29326141e-01 -9.67205167e-01 -1.29654109e+00
 -7.77720094e-01 -1.42593431e+00 -1.43632960e+00 -1.79793072e+00
  1.74175870e+00  2.94692922e+00  2.64906311e+00 -3.49731982e-01
 -1.66252828e+00 -1.90759802e+00 -3.04127671e-02  1.04616082e+00
 -2.04194641e+00 -2.17784190e+00 -9.39356312e-02  9.20469582e-01
  8.03215921e-01  1.64984298e+00  3.18503857e-01 -2.73440212e-01
 -1.43003023e+00 -1.67271912e-01  3.51357125e-02  5.69313824e-01
 -1.23634517e+00 -1.08271456e+00  1.37841180e-01  2.10718766e-01
 -1.26196039e+00 -1.17205314e-01  2.37400576e-01  7.69314706e-01
  4.07427043e-01  6.99338615e-01  3.64781767e-01 -8.42877448e-01
 -5.06381512e-01  7.65850425e-01  1.15128446e+00  8.11771810e-01
  2.55115539e-01 -1.97697312e-01  7.06628799e-01  1.14607382e+00
  6.44625798e-02 -6.63994610e-01 -3.40697467e-01  6.95094466e-01
  1.01724184e+00  1.89295202e-01 -4.12160039e-01 -2.88674802e-01
  2.56088793e-01  1.80045202e-01  5.84972091e-02 -5.30646384e-01]",18
1669,"[-4.80549042e+02  7.90427933e+01 -3.53953972e+01  8.43994141e+00
  1.05124550e+01  1.06682920e+01 -5.04127264e+00  2.14005718e+01
  7.12011623e+00  6.31675768e+00 -3.35140967e+00  9.07766724e+00
  8.83350894e-02  7.36319160e+00 -1.04619539e+00  4.67834425e+00
  1.39525747e+00  8.22932243e+00  4.36359072e+00  5.82374525e+00
 -2.08990723e-01  1.03990138e+00 -2.13152766e+00  8.76350403e-01
 -9.92704332e-01 -1.34589404e-01 -3.35025251e-01 -6.02218807e-01
 -1.18931234e+00 -1.45824456e+00  8.86466086e-01 -1.63084054e+00
  5.48063755e-01  9.35281336e-01  2.66452384e+00  1.16698313e+00
  2.45365310e+00 -6.63745627e-02  1.61327422e+00 -4.22899365e-01
  2.71236515e+00  5.81272781e-01  2.48584127e+00  5.20078301e-01
  2.18756843e+00 -1.97229087e-01  5.34551859e-01 -1.40413105e+00
 -4.08382714e-01 -2.45606065e+00 -8.35312963e-01 -5.66786408e-01
  4.06045377e-01  2.96871454e-01  3.05164248e-01  2.40449861e-01
 -3.58108014e-01 -2.17890158e-01 -1.02132809e+00 -1.55020237e-01
 -9.21023786e-01  1.67063460e-01 -9.58510697e-01  1.90749928e-01
 -1.42996788e+00  1.88195273e-01 -3.83773685e-01  6.30242348e-01
 -6.14703596e-01  4.56227630e-01 -1.04402035e-01  2.38647774e-01
 -9.55523014e-01  5.47088683e-01 -1.77887082e-01  2.50851810e-01
 -1.13698952e-01  2.99241275e-01  1.33954942e-01  5.26367545e-01
  6.67833984e-01  4.01115358e-01  7.47431874e-01  3.37461382e-01
  4.47487354e-01 -2.88996436e-02  2.55899101e-01 -1.84240922e-01
  1.85720444e-01 -4.63346183e-01  6.53975427e-01 -1.28909200e-01
  2.58338690e-01 -4.37280089e-01  1.36951312e-01 -2.36053780e-01
  4.33893949e-01  5.46178445e-02  1.58052787e-01 -3.15043628e-01]",32
1670,"[-3.19449280e+02  1.05151123e+02 -4.49134560e+01  1.46949463e+01
 -2.66934433e+01  9.17999077e+00 -1.95830898e+01  1.62110972e+00
 -6.34296060e-01  4.84876442e+00  2.21589661e+00  8.52095008e-01
 -1.00195179e+01 -2.32819843e+00  1.06189167e+00 -2.31707826e-01
  7.49655604e-01  2.27947736e+00  2.53529620e+00  2.93170214e+00
  7.00726938e+00  5.78415585e+00  6.13992310e+00  8.09725857e+00
  7.09212732e+00  4.94193649e+00  4.97762442e+00 -9.34810817e-01
  5.23022592e-01 -2.39752150e+00 -3.05362344e-01  2.84050461e-02
  1.64384949e+00 -5.14892459e-01 -2.02147126e+00 -9.80774224e-01
 -1.71331346e+00 -6.20149910e-01 -1.18999410e+00  1.09716976e+00
  2.61464834e+00  4.57816315e+00  5.77236271e+00  6.08424425e+00
  4.99356699e+00  4.08853102e+00  1.63753200e+00  8.09112132e-01
  1.33832681e+00  1.47715557e+00  3.70992756e+00  2.60049009e+00
  2.45786190e+00  4.23129797e-01 -5.88416278e-01 -8.91095638e-01
 -6.53458893e-01  9.58954751e-01  1.57066524e+00  5.45224726e-01
 -2.13114762e+00 -8.01321447e-01 -6.03181832e-02  1.85922289e+00
 -2.29811981e-01  4.48416561e-01 -4.07904208e-01 -1.14943600e+00
 -3.75499755e-01  3.09893072e-01  5.47299325e-01 -8.68671387e-02
 -7.58889198e-01  1.54430032e-01  5.27793646e-01  3.70866030e-01
  1.16885915e-01 -7.10507214e-01 -4.40575689e-01  2.50558019e-01
  2.37294316e-01 -2.74457812e-01 -1.70205951e-01 -6.29833102e-01
  1.11201964e-01  5.67569248e-02  3.36417049e-01 -3.97282362e-01
 -9.08216611e-02  4.72248673e-01  2.12635368e-01  8.28618333e-02
 -5.31672463e-02  4.77827549e-01  3.07630748e-01 -1.72576353e-01
 -3.55774999e-01  2.34425306e-01  1.42198786e-01  1.29648954e-01]",20
